,Emotions,Statement,Path
816,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-01-01-01-14.wav
817,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-01-01-02-14.wav
818,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-01-02-01-14.wav
819,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-01-02-02-14.wav
820,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-02-01-01-14.wav
821,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-02-01-02-14.wav
822,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-02-02-01-14.wav
823,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-06-02-02-02-14.wav
824,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-01-01-01-14.wav
825,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-01-01-02-14.wav
826,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-01-02-01-14.wav
827,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-01-02-02-14.wav
828,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-02-01-01-14.wav
829,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-02-01-02-14.wav
830,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-02-02-01-14.wav
831,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-07-02-02-02-14.wav
832,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-01-01-01-14.wav
833,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-01-01-02-14.wav
834,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-01-02-01-14.wav
835,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-01-02-02-14.wav
836,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-02-01-01-14.wav
837,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-02-01-02-14.wav
838,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-02-02-01-14.wav
839,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_14/03-01-08-02-02-02-14.wav
840,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-01-01-01-01-15.wav
841,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-01-01-01-02-15.wav
842,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-01-01-02-01-15.wav
843,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-01-01-02-02-15.wav
844,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-01-01-01-15.wav
845,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-01-01-02-15.wav
846,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-01-02-01-15.wav
847,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-01-02-02-15.wav
848,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-02-01-01-15.wav
849,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-02-01-02-15.wav
850,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-02-02-01-15.wav
851,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-02-02-02-02-15.wav
852,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-01-01-01-15.wav
853,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-01-01-02-15.wav
854,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-01-02-01-15.wav
855,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-01-02-02-15.wav
856,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-02-01-01-15.wav
857,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-02-01-02-15.wav
858,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-02-02-01-15.wav
859,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-03-02-02-02-15.wav
860,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-01-01-01-15.wav
861,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-01-01-02-15.wav
862,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-01-02-01-15.wav
863,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-01-02-02-15.wav
864,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-02-01-01-15.wav
865,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-02-01-02-15.wav
866,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-02-02-01-15.wav
867,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-04-02-02-02-15.wav
868,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-01-01-01-15.wav
869,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-01-01-02-15.wav
870,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-01-02-01-15.wav
871,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-01-02-02-15.wav
872,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-02-01-01-15.wav
873,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-02-01-02-15.wav
874,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-02-02-01-15.wav
875,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-05-02-02-02-15.wav
876,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-01-01-01-15.wav
877,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-01-01-02-15.wav
878,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-01-02-01-15.wav
879,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-01-02-02-15.wav
880,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-02-01-01-15.wav
881,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-02-01-02-15.wav
882,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-02-02-01-15.wav
883,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-06-02-02-02-15.wav
884,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-01-01-01-15.wav
885,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-01-01-02-15.wav
886,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-01-02-01-15.wav
887,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-01-02-02-15.wav
888,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-02-01-01-15.wav
889,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-02-01-02-15.wav
890,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-02-02-01-15.wav
891,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-07-02-02-02-15.wav
892,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-01-01-01-15.wav
893,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-01-01-02-15.wav
894,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-01-02-01-15.wav
895,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-01-02-02-15.wav
896,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-02-01-01-15.wav
897,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-02-01-02-15.wav
898,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-02-02-01-15.wav
899,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_15/03-01-08-02-02-02-15.wav
900,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-01-01-01-01-16.wav
901,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-01-01-01-02-16.wav
902,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-01-01-02-01-16.wav
903,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-01-01-02-02-16.wav
904,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-01-01-01-16.wav
905,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-01-01-02-16.wav
906,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-01-02-01-16.wav
907,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-01-02-02-16.wav
908,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-02-01-01-16.wav
909,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-02-01-02-16.wav
910,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-02-02-01-16.wav
911,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-02-02-02-02-16.wav
912,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-01-01-01-16.wav
913,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-01-01-02-16.wav
914,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-01-02-01-16.wav
915,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-01-02-02-16.wav
916,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-02-01-01-16.wav
917,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-02-01-02-16.wav
918,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-02-02-01-16.wav
919,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-03-02-02-02-16.wav
920,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-01-01-01-16.wav
921,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-01-01-02-16.wav
922,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-01-02-01-16.wav
923,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-01-02-02-16.wav
924,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-02-01-01-16.wav
925,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-02-01-02-16.wav
926,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-02-02-01-16.wav
927,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-04-02-02-02-16.wav
928,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-01-01-01-16.wav
929,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-01-01-02-16.wav
930,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-01-02-01-16.wav
931,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-01-02-02-16.wav
932,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-02-01-01-16.wav
933,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-02-01-02-16.wav
934,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-02-02-01-16.wav
935,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-05-02-02-02-16.wav
936,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-01-01-01-16.wav
937,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-01-01-02-16.wav
938,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-01-02-01-16.wav
939,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-01-02-02-16.wav
940,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-02-01-01-16.wav
941,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-02-01-02-16.wav
942,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-02-02-01-16.wav
943,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-06-02-02-02-16.wav
944,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-01-01-01-16.wav
945,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-01-01-02-16.wav
946,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-01-02-01-16.wav
947,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-01-02-02-16.wav
948,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-02-01-01-16.wav
949,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-02-01-02-16.wav
950,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-02-02-01-16.wav
951,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-07-02-02-02-16.wav
952,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-01-01-01-16.wav
953,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-01-01-02-16.wav
954,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-01-02-01-16.wav
955,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-01-02-02-16.wav
956,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-02-01-01-16.wav
957,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-02-01-02-16.wav
958,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-02-02-01-16.wav
959,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_16/03-01-08-02-02-02-16.wav
960,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-01-01-01-01-17.wav
961,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-01-01-01-02-17.wav
962,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-01-01-02-01-17.wav
963,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-01-01-02-02-17.wav
964,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-01-01-01-17.wav
965,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-01-01-02-17.wav
966,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-01-02-01-17.wav
967,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-01-02-02-17.wav
968,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-02-01-01-17.wav
969,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-02-01-02-17.wav
970,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-02-02-01-17.wav
971,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-02-02-02-02-17.wav
972,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-01-01-01-17.wav
973,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-01-01-02-17.wav
974,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-01-02-01-17.wav
975,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-01-02-02-17.wav
976,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-02-01-01-17.wav
977,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-02-01-02-17.wav
978,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-02-02-01-17.wav
979,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-03-02-02-02-17.wav
980,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-01-01-01-17.wav
981,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-01-01-02-17.wav
982,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-01-02-01-17.wav
983,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-01-02-02-17.wav
984,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-02-01-01-17.wav
985,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-02-01-02-17.wav
986,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-02-02-01-17.wav
987,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-04-02-02-02-17.wav
988,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-01-01-01-17.wav
989,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-01-01-02-17.wav
990,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-01-02-01-17.wav
991,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-01-02-02-17.wav
992,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-02-01-01-17.wav
993,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-02-01-02-17.wav
994,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-02-02-01-17.wav
995,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-05-02-02-02-17.wav
996,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-01-01-01-17.wav
997,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-01-01-02-17.wav
998,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-01-02-01-17.wav
999,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-01-02-02-17.wav
1000,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-02-01-01-17.wav
1001,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-02-01-02-17.wav
1002,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-02-02-01-17.wav
1003,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-06-02-02-02-17.wav
1004,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-01-01-01-17.wav
1005,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-01-01-02-17.wav
1006,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-01-02-01-17.wav
1007,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-01-02-02-17.wav
1008,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-02-01-01-17.wav
1009,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-02-01-02-17.wav
1010,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-02-02-01-17.wav
1011,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-07-02-02-02-17.wav
1012,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-01-01-01-17.wav
1013,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-01-01-02-17.wav
1014,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-01-02-01-17.wav
1015,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-01-02-02-17.wav
1016,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-02-01-01-17.wav
1017,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-02-01-02-17.wav
1018,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-02-02-01-17.wav
1019,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_17/03-01-08-02-02-02-17.wav
1020,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-01-01-01-01-18.wav
1021,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-01-01-01-02-18.wav
1022,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-01-01-02-01-18.wav
1023,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-01-01-02-02-18.wav
1024,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-01-01-01-18.wav
1025,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-01-01-02-18.wav
1026,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-01-02-01-18.wav
1027,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-01-02-02-18.wav
1028,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-02-01-01-18.wav
1029,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-02-01-02-18.wav
1030,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-02-02-01-18.wav
1031,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-02-02-02-02-18.wav
1032,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-01-01-01-18.wav
1033,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-01-01-02-18.wav
1034,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-01-02-01-18.wav
1035,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-01-02-02-18.wav
1036,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-02-01-01-18.wav
1037,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-02-01-02-18.wav
1038,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-02-02-01-18.wav
1039,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-03-02-02-02-18.wav
1040,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-01-01-01-18.wav
1041,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-01-01-02-18.wav
1042,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-01-02-01-18.wav
1043,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-01-02-02-18.wav
1044,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-02-01-01-18.wav
1045,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-02-01-02-18.wav
1046,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-02-02-01-18.wav
1047,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-04-02-02-02-18.wav
1048,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-01-01-01-18.wav
1049,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-01-01-02-18.wav
1050,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-01-02-01-18.wav
1051,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-01-02-02-18.wav
1052,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-02-01-01-18.wav
1053,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-02-01-02-18.wav
1054,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-02-02-01-18.wav
1055,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-05-02-02-02-18.wav
1056,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-01-01-01-18.wav
1057,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-01-01-02-18.wav
1058,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-01-02-01-18.wav
1059,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-01-02-02-18.wav
1060,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-02-01-01-18.wav
1061,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-02-01-02-18.wav
1062,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-02-02-01-18.wav
1063,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-06-02-02-02-18.wav
1064,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-01-01-01-18.wav
1065,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-01-01-02-18.wav
1066,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-01-02-01-18.wav
1067,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-01-02-02-18.wav
1068,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-02-01-01-18.wav
1069,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-02-01-02-18.wav
1070,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-02-02-01-18.wav
1071,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-07-02-02-02-18.wav
1072,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-01-01-01-18.wav
1073,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-01-01-02-18.wav
1074,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-01-02-01-18.wav
1075,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-01-02-02-18.wav
1076,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-02-01-01-18.wav
1077,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-02-01-02-18.wav
1078,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-02-02-01-18.wav
1079,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_18/03-01-08-02-02-02-18.wav
1080,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-01-01-01-01-19.wav
1081,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-01-01-01-02-19.wav
1082,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-01-01-02-01-19.wav
1083,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-01-01-02-02-19.wav
1084,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-02-01-01-01-19.wav
1085,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_19/03-01-02-01-01-02-19.wav
